stars,comment
5.0 out of 5 stars,"









  
  
    
  Awesome phone, excellent picture quality and battery life gives nearly 1 full day

  
"
5.0 out of 5 stars,"









  
  
    
  very good experience.

  
"
5.0 out of 5 stars,"









  
  
    
  For mobile phones u can trust amazon !  There are so many  negative comments instead I researched a lot and got this ! It’s safe and secure u can trust amazon and buy iPhone!

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life is awesome...and mobile is so smooth and very fast....

  
"
3.0 out of 5 stars,"









  
  
    
  The charger stopped working within 1 month , how do I get it replaced?

  
"
5.0 out of 5 stars,"









  
  
    
  Must buy worth for money.I didn't accept the iphone 11 price as low as 45k.But I bought finally.... Don't worry guys AMAZONE snd us varied products.

  
"
5.0 out of 5 stars,"









  
  
    
  I am using this phone for gaming and also Using it as my primary phone . There is no problem . The best thing is it’s smoothness and also the apple logo ☺️

  
"
5.0 out of 5 stars,"









  
  
    
  Five Star’s for iPhone 11

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Value for money. Face recognition is OK.

  
"
3.0 out of 5 stars,"









  
  
    
  It is getting overly heated whole charging Is thr any prblm with this product?!

  
"
5.0 out of 5 stars,"









  
  
    
  amazing product from appario retailer i ordered 2 iphone 11 during this festive offer and got perfect phone. Thank you for fast delivery.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone

  
"
5.0 out of 5 stars,"









  
  
    
  Feel like a queen of the world 😁😊very nice ph

  
"
5.0 out of 5 stars,"









  
  
    
  Superb phone and amazing photography. Extraordinary camera performance. Must buy apple product!! Amazon delivery was crap as usual, worst delivery services across country.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome as always

  
"
5.0 out of 5 stars,"









  
  
    
  Apple 🍎🔥

  
"
5.0 out of 5 stars,"









  
  
    
  Nice product. Enjoying it

  
"
2.0 out of 5 stars,"









  
  
    
  I got defected item where speaker doesn’t works appiro is there retailer

  
"
4.0 out of 5 stars,"









  
  
    
  Best product, good performance, attractive in design.Overall 4.5/5

  
"
5.0 out of 5 stars,"









  
  
    
  Really satisfied I have got black one with 128 Gb variant for 61500 which insanely awesome

  
"
5.0 out of 5 stars,"









  
  
    
  I upgraded from 5S to 11.Its just amazing.Its a major upgrade.Product arrived in good condition.The gestures makes the experience smooth.Was confused between the S10 and the iPhone 11 and it was a good decision

  
"
5.0 out of 5 stars,"









  
  
    
  Received the package before the delivery date. Packaging is good,received in great condition. Excellent product. A very big thanks to Amazon for such an amazing experience.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone from Apple again.....unbelievable battery back-up (in an iPhone!), professional quality camera, easy to handle....can't expect more. Loving it !!!!!!!

  
"
5.0 out of 5 stars,"









  
  
    
  Absolutely speechless........The audio quality is just unbelievable you can't even think that the music you listening is from the phone......Great camera ....slow mo can't get better than this...

  
"
4.0 out of 5 stars,"









  
  
    
  Best one at this price , using iphone for the 1st tym n feeling good switching from android to iOSIphone is an iphoneNtng moreNtng lessJust perfect!!

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone with wonderful camera.. Camera is awesome and loving its portrait mode😍😍😍#im_applefan♥️

  
"
5.0 out of 5 stars,"









  
  
    
  Good camera quality.

  
"
1.0 out of 5 stars,"









  
  
    
  Received defective product. Speaker is not working properly and charging adapter has heating problem

  
"
1.0 out of 5 stars,"









  
  
    
  Display poor and over heat

  
"
5.0 out of 5 stars,"









  
  
    
  Good product

  
"
5.0 out of 5 stars,"









  
  
    
  Good product

  
"
4.0 out of 5 stars,"









  
  
    
  I’m can see green dot on my iPhone whenever I keep it focus on bright light. Other than this issue phone is awesome

  
"
5.0 out of 5 stars,"









  
  
    
  LIKE

  
"
5.0 out of 5 stars,"









  
  
    
  Face recognition could have been much better but over all  has done its job again

  
"
5.0 out of 5 stars,"









  
  
    
  I love it

  
"
1.0 out of 5 stars,"









  
  
    
  One side of Earphones has stopped working in 5 months. Always disappointed by amazon products. Better buy this from the stores

  
"
5.0 out of 5 stars,"









  
  
    
  High quality product.  Phone audio is very clear. I moved from iPhone 8 to iPhone 11 in 5 minutes.Easy setup. Keep it up Apple.

  
"
5.0 out of 5 stars,"









  
  
    
  My first iPhone and happy to switch frm android refresh rate superb camera battery all features awesome

  
"
5.0 out of 5 stars,"









  
  
    
  This is my first iPhone and all things are good except 5w charger

  
"
4.0 out of 5 stars,"









  
  
    
  Great phone but display not gud enough by the performance superb

  
"
5.0 out of 5 stars,"









  
  
    
  Great phone great price

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent phone 👌👌

  
"
4.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  From Pro to 11..3 Major Differences-1- No Fast Charger- but can get under 1600 12W2- No oled3- No 3rd Camera

  
"
5.0 out of 5 stars,"









  
  
    
  Worth every penny of your hard earned money

  
"
5.0 out of 5 stars,"









  
  
    
  Superb phone, awesome, best phone to upgrade from iphone 6,7 & 8.

  
"
5.0 out of 5 stars,"









  
  
    
  The camera is a big improvement over XR.

  
"
5.0 out of 5 stars,"









  
  
    
  Wow...totally worth it. But plz apple, next time you launch a iphone plz include fast charger.camera is amazing, battery life is superb , phone is snappy to use. overall a good buy.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone! 👍

  
"
5.0 out of 5 stars,"









  
  
    
  Aa always best iphone

  
"
4.0 out of 5 stars,"









  
  
    
  Awesome 😊👍 loved it don't think too much buy it but the battery is less and the adaptor heats too much while charging and very slow charging but finally loved this iPhone

  
"
5.0 out of 5 stars,"









  
  
    
  Simply best !!

  
"
5.0 out of 5 stars,"









  
  
    
  Best in market

  
"
5.0 out of 5 stars,"









  
  
    
  Thanks #Amazon for the wonderful productUpgraded from iPhone X to iPhone 11Thanks Apple brand does the good job always

  
"
5.0 out of 5 stars,"









  
  
    
  Nice One !

  
"
5.0 out of 5 stars,"









  
  
    
  The Price (could be a little more cheaper)

  
"
5.0 out of 5 stars,"









  
  
    
  Decent battery life and out of all, white colour is awesome. Go for 128gb as there is not much difference in price between 64 and 128.

  
"
5.0 out of 5 stars,"









  
  
    
  Got it in a awesome price...battery life is superb..camera quality is awesomeOnly there is a little bit hitting problems...just go for i phone 11...

  
"
5.0 out of 5 stars,"









  
  
    
  Superb Cameras, the night mode is simply awesome! Great Battery life! Display could have been more better.Its worth upgrading if you are iPhone 6s,7,8 user and lastly apple never disapoints :)

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life is improved considerably compared to previous models, recent iOS 14 makes this phone at par with excellence.

  
"
5.0 out of 5 stars,"









  
  
    
  Delighted with camera, face recognition performance.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent battery life , camera quality is very Excellent ,good looking and a14 prfomens is very Excellent.

  
"
5.0 out of 5 stars,"









  
  
    
  I was using samsung j2 2016 for 4.5 years and now upgraded to Iphone 11 directly and I must tell you that the experience this phone tends to offer you is just next level!

  
"
5.0 out of 5 stars,"









  
  
    
  What more to say. Apple any day. 4 apple from amazon

  
"
5.0 out of 5 stars,"









  
  
    
  It’s a very cool phone . Function like a breeze.. no problem anytime.. So smooth ..Moreover, purple colour is totally different and unique .

  
"
5.0 out of 5 stars,"









  
  
    
  Product is best .I need invoice

  
"
3.0 out of 5 stars,"









  
  
    
  New like new upper cover

  
"
5.0 out of 5 stars,"









  
  
    
  Good product good battery and camera five starMy dream phone ,happy customer ❤️

  
"
5.0 out of 5 stars,"









  
  
    
  Very Good Product And Camera Was Awesome So I am suggesting To Buy 🍎

  
"
5.0 out of 5 stars,"









  
  
    
  Shifted from Android to IOS and it is truly amazing. Camera quality of this phone is great with truly natural colors.This phone is a complete package and a value for money phone if u r looking to shoft from android to ios.

  
"
5.0 out of 5 stars,"









  
  
    
  superb deadly yellow color

  
"
5.0 out of 5 stars,"









  
  
    
  The brand that will never disappoint you.

  
"
5.0 out of 5 stars,"









  
  
    
  Charging very, it's take a lot of time to full charge and battery it's fine as such now.Camera it's very nice.Face recognition some time not detected.

  
"
5.0 out of 5 stars,"









  
  
    
  good

  
"
3.0 out of 5 stars,"









  
  
    
  Face ID is not getting enough space,to unlock, as it is seen in YouTube by you tubers, not so good battery life, some features are good in camera, but not so good

  
"
5.0 out of 5 stars,"









  
  
    
  This is a good phone. I bought it on Amazon Prime Day and I get a huge amount of discount.Thank you, Amazon. ❤  It's mean a lot.

  
"
4.0 out of 5 stars,"









  
  
    
  Camera quality is great, battery life won’t support you much if you’re a heavy user. Sometimes not even a whole day. Sometimes phones gets heat up a little after usage for a while.

  
"
5.0 out of 5 stars,"









  
  
    
  This phone is awesome. Just go for it.Battery life is ok.Rare differences from led screens so you can go for it.Camera quality is awesome.

  
"
5.0 out of 5 stars,"









  
  
    
  Prompt delivery n original product good service

  
"
5.0 out of 5 stars,"









  
  
    
  Got this Phone at 46,500/- 😍😍 worth deal

  
"
5.0 out of 5 stars,"









  
  
    
  All above caption like battery , camera, other function with 1 year manufacturer aka Apple warranty.. all with best price. Thanks amazon .

  
"
5.0 out of 5 stars,"









  
  
    
  Good product

  
"
5.0 out of 5 stars,"









  
  
    
  Being an Apple user it’s always a good feel to upgrade

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  Very good product

  
"
4.0 out of 5 stars,"









  
  
    
  Deleting sms and moving from one window to another is troublesome. Mobile hotspot is not working.Else phone is ok.

  
"
4.0 out of 5 stars,"









  
  
    
  Got iphone 2 days back and now i can see scratches on its screen. Didn't expected such a low quality product from apple.

  
"
1.0 out of 5 stars,"









  
  
    
  Worst Mobile

  
"
5.0 out of 5 stars,"









  
  
    
  It was worth depending on Amazon for this expensive purchase! Bought 128GB for around 64000 rupees. Came in perfect condition and timely delivery.

  
"
3.0 out of 5 stars,"









  
  
    
  The phone is becoming hanging at times.. not freely able to see

  
"
1.0 out of 5 stars,"









  
  
    
  Cracked back panel delivered by amazon

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome and with just some extra bucks I got it within 2 days

  
"
5.0 out of 5 stars,"









  
  
    
   Value for money product from apple great battery best lcd display amazing camera 😊

  
"
5.0 out of 5 stars,"









  
  
    
  Everything is great as it’s supposed to be but for some reason this phone is heavier than my friend’s iPhone 11 bought in the US

  
"
5.0 out of 5 stars,"









  
  
    
  Hi Amazon thank you for the Speed delivery of the product and price offered. I don't have to qive the spec about the phone, because everybody knows it.😁

  
"
1.0 out of 5 stars,"









  
  
    
  Worst no amouled display just waste of money.. iphone x or iphone xs is much better option than🤙🏻 these

  
"
5.0 out of 5 stars,"









  
  
    
  The face recognition is not perfect and not working properly at all time..i am very disappointing to the face recognition features and not faster

  
"
4.0 out of 5 stars,"









  
  
    
  As expected

  
"
4.0 out of 5 stars,"









  
  
    
   Loving the colour! Great buy. However it heats at times. Idk why. Otherwise amazing camera.

  
"
5.0 out of 5 stars,"









  
  
    
  Its over all a good phone. If it would have been same size as 7. It would have been more comfortable

  
"
4.0 out of 5 stars,"









  
  
    
  face recognition is a little bit slow but photos are awsome

  
"
5.0 out of 5 stars,"









  
  
    
  iPhone 11 ticks all the right boxes to be a flagship except charging (if you could afford go for 11 pro /pro max

  
"
5.0 out of 5 stars,"









  
  
    
  Great Deal 👍👍Value for money

  
"
5.0 out of 5 stars,"









  
  
    
  Superb phone. Absolute value for money.

  
"
5.0 out of 5 stars,"









  
  
    
  The product is verry good,  but mostly what like is the delivery timing and cost..Well done amazone u knew what Indians want... Value for money... Jai hind

  
"
5.0 out of 5 stars,"









  
  
    
  Like it’s UI, user experience, the swiftness, battery is quite good. No snappy behaviour. Overall wonderful buy.

  
"
4.0 out of 5 stars,"









  
  
    
  Everything is good except the battery life could have been better. For heavy mobile users the battery wouldn’t be sufficient for a day. They say 17 hrs but i dont think it lasts that much.

  
"
5.0 out of 5 stars,"









  
  
    
  As usual great product from Apple. Amazing interface and superb response time. Camera is just awesome especially in the dark. Great battery life too. On time delivery by Amazon is the icing on the cake☺️

  
"
3.0 out of 5 stars,"









  
  
    
  Poor battery life compare to my oneplus 6T, not good purchase tome

  
"
5.0 out of 5 stars,"









  
  
    
  Its a masterpiece at ₹46249. At the pricepoint of premium midrange smartphones,iPhone 11 is incredible.Its battery,camera and smoothness everything is amazing!

  
"
5.0 out of 5 stars,"









  
  
    
  So far so good

  
"
1.0 out of 5 stars,"









  
  
    
  I need to return the iphone 11 because the camera quality is s to worst

  
"
5.0 out of 5 stars,"









  
  
    
  No fingerprint

  
"
5.0 out of 5 stars,"









  
  
    
  Got this product very safe without any damages on date.used for 1wk  and it works well till now.camera is very awesome.it recongize face very quick

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing service by amazon delivery in one day ...And iphone 11 is amazing

  
"
5.0 out of 5 stars,"









  
  
    
  Very good phone and value for money

  
"
5.0 out of 5 stars,"









  
  
    
  The item came safe and securely and the packaging was perfect

  
"
5.0 out of 5 stars,"









  
  
    
  It was nice look pretty I have changed my xr recently however XR and 11 are almost same ... but iphone lover can go ahead and upgrade .... camera is pretty impressive

  
"
5.0 out of 5 stars,"









  
  
    
  Totally in love with this Iphone.

  
"
5.0 out of 5 stars,"









  
  
    
  Happy with the product and delivery

  
"
5.0 out of 5 stars,"









  
  
    
  Original product, working good, fast delivery

  
"
5.0 out of 5 stars,"









  
  
    
  It’s an Genuine product, I had my doubts but by ordering this & getting the perfect device made trust amazon more. Previously I ordered AirPods 2 that was also good.

  
"
4.0 out of 5 stars,"









  
  
    
  Phone heating is serious concern in this variant and Apple should do something for this as this is expensive phone and should not have such issue

  
"
1.0 out of 5 stars,"









  
  
    
  I am extremely dis satisfied with the camera quality. Other IPhone has better quality when both kept aside. This is a damaged camera altogether I believe.

  
"
5.0 out of 5 stars,"









  
  
    
  Despite the lockdown, Amazon delivered it on time. I was worried about the product but finally received it in good condition. I am very satisfied

  
"
5.0 out of 5 stars,"









  
  
    
  The phone quality is superb!!Appreciative Camera quality and face recognition too.Glad to order from Amazon, got good discount too ;)

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  It’s too good especially the battery charged it fully once the whole 24hrs u no need to worry about it backup so superb..

  
"
5.0 out of 5 stars,"









  
  
    
  In love with this beauty ❤First impressions are superb !!

  
"
5.0 out of 5 stars,"









  
  
    
  The package received in perfect condition and on time. Working perfectly.

  
"
4.0 out of 5 stars,"









  
  
    
  Phone is really cool but the battery charges in very low speed, my previous iphone 7 charges faster. Very disappointed

  
"
5.0 out of 5 stars,"









  
  
    
  Worth money

  
"
5.0 out of 5 stars,"









  
  
    
  1.Battery excellent standby consumption is negligible.2. Night mode is superb3. Processing speed no match

  
"
3.0 out of 5 stars,"









  
  
    
  Serious battery draining issue and speakers are not clear

  
"
5.0 out of 5 stars,"









  
  
    
  Shifted from Samsung to apple, Really one of excellent product from apple,

  
"
5.0 out of 5 stars,"









  
  
    
  Never expected super fast delivery frm amazon side, grabbed the deal early & thanks fr d best apple product!

  
"
5.0 out of 5 stars,"









  
  
    
  Original genuine product and nice quality . Trusted product

  
"
1.0 out of 5 stars,"









  
  
    
  I bought i phone XR and 11 from amazon... I am highly regretting my decision. They are defective in there sound department. All three of them.

  
"
5.0 out of 5 stars,"









  
  
    
  I had bought for my wife and it’s an awesome phone with a combination of perfect features. Thanks for the safe and fastest delivery by Amazon.

  
"
5.0 out of 5 stars,"









  
  
    
  i had gotten mixed reviews from the review section but the negative reviews were proved to be highly false.

  
"
5.0 out of 5 stars,"









  
  
    
  Best price i got the phoneAnd delivered before time..Thanks Aamzon..

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing as usual.

  
"
5.0 out of 5 stars,"









  
  
    
  A proud owner of iPhone 11. Everything ranging from hardware to software works amazing. Quality product. Highly recommended.

  
"
3.0 out of 5 stars,"









  
  
    
  Battery is the biggest minus and there are some small tweaks in product

  
"
5.0 out of 5 stars,"









  
  
    
  Lovely gift given by my husbandAwesome

  
"
5.0 out of 5 stars,"









  
  
    
  this is damnnn unbilievale...this is what an iphone should be...the best in everything...love it...i cnt keep it off from my hand for even a second...

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect phone

  
"
5.0 out of 5 stars,"









  
  
    
  iphn 11 is awesome..battry...5starcamera4starscreen4starspeaker5starios 5starover all bohut hard

  
"
2.0 out of 5 stars,"









  
  
    
   My phone is totally hang. What can I do

  
"
5.0 out of 5 stars,"









  
  
    
  Worth an upgrade from an iPhone 6s. Best camera. Battery life is great which is a bit surprising for an iPhone.

  
"
5.0 out of 5 stars,"









  
  
    
  Good  cameraGood battery lifeGood screen displayGood interface (iOS)Feel sturdy

  
"
5.0 out of 5 stars,"









  
  
    
  Number 1 product 👌👍

  
"
1.0 out of 5 stars,"









  
  
    
  Hangs a lot quality as per upgradation and value is not worth

  
"
3.0 out of 5 stars,"









  
  
    
  The face recognition doesn’t work in the dark at all.

  
"
5.0 out of 5 stars,"









  
  
    
  Nice phone

  
"
5.0 out of 5 stars,"









  
  
    
  Buy it from apple store only irrespective of the cost. Online you will get a defective product.

  
"
5.0 out of 5 stars,"









  
  
    
  Purchased with exchange and card discount offer.So far so good.Size is very good.Not too big not small.Its of perfect size.

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Switching from Android to ios.. great experience.. finally drm phn #iphone11 love this green colour.camera performance grt..good battery life

  
"
5.0 out of 5 stars,"









  
  
    
  This is my first ever iphone and thanks to amazon for the genuine product. Amazon also deliver it before time. You all know the product quality superb.

  
"
1.0 out of 5 stars,"









  
  
    
  The phone gets heated...i dont want to waste my money.... the charger and the phone both gets heated...i want my money back..this is a duplicate iphone

  
"
5.0 out of 5 stars,"









  
  
    
  I AM USED  I PHONE LAST TEN YEARS, SO I KNOW VERY WELL, BUT I NEED GST INVOICE IN NAME OF FIRST & BEST SERVICES INDIA PVT LTD, GST  NO 33AABCF6607Q1ZD.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone, just that you’d have to buy another long cord for charging and a case to go with the phone.

  
"
5.0 out of 5 stars,"









  
  
    
  I'm so in love with the color...The camera quality is just perfect and charging last for almost 24-26 hrs...Your money doesn't get waste...I always trust Amazon for electronic items..

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Best phone

  
"
5.0 out of 5 stars,"









  
  
    
  The best !! Updated from iPhone 6S plus to iPhone 11.. best investment ever 💜

  
"
5.0 out of 5 stars,"









  
  
    
  Super

  
"
3.0 out of 5 stars,"









  
  
    
  I could have bought XS in the same price as it has OLED display and slightly smaller and thinner than this...

  
"
5.0 out of 5 stars,"









  
  
    
  Bought I prime deal in 59,900 with icici cash back deal extremely happy with the purchase

  
"
5.0 out of 5 stars,"









  
  
    
  Genuine Product. Best Phone ever. Appario Retail pvt ltd. can surely be trusted for future purchases. Don’t be afraid of anything

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life is more than 1day with InternetCamera quality is very goodFace recognition is super fast

  
"
5.0 out of 5 stars,"









  
  
    
  There is no fingerprint scanner in iphone11 But face id is there and which is up to mark No Doubt on that. Happy with the product.

  
"
4.0 out of 5 stars,"









  
  
    
  :pIt’s a good one just go for it if it’s in your budget.Con : it’s big.(That’s what she said)

  
"
5.0 out of 5 stars,"









  
  
    
  It was awesome product.Battery, cameras, sound quality is genuinely outstanding.Display quality is also good.

  
"
5.0 out of 5 stars,"









  
  
    
  Battery- Good, face recognition- super, phone quality- Excellent. I’m proud of use this phone. Amazon service- Excellent.

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect built quality. On a expensive side

  
"
5.0 out of 5 stars,"









  
  
    
  Overall good performance, good camera quality, Battery performance also more or less good but adaptor Super Slow

  
"
4.0 out of 5 stars,"









  
  
    
  Good phone but it seems to be costly

  
"
5.0 out of 5 stars,"









  
  
    
  Very good

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing purchase. Loved it completely. Was confused between OnePlus, Samsung phones and IPhone. I am glad that I chose Iphone 11.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone

  
"
5.0 out of 5 stars,"









  
  
    
  Just go for it

  
"
4.0 out of 5 stars,"









  
  
    
  Face recognition is great ... and the camera is nice ... 🥰

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life is goodTry two three face recognition with different face anglesCamera quality is good

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing product. totally worth it👌👌

  
"
5.0 out of 5 stars,"









  
  
    
  Quality product from apple best camera quality battery performance required  improvement but product is awsome

  
"
5.0 out of 5 stars,"









  
  
    
  Full marks in every aspect .Superb model with amazing colors

  
"
5.0 out of 5 stars,"









  
  
    
  Camera Night Mode is Excellent...Purple color looks fabulous & Refreshing

  
"
4.0 out of 5 stars,"









  
  
    
  Phone is fully charged in 3 hours. However battery life is good. But seems problem in charger and not received any support from Amazon/Apple.

  
"
5.0 out of 5 stars,"









  
  
    
  I am for the 1st time using apple phone.. It feels great atleast with the functionality.. You can go for it.. Or stick to android if you feel like..😁

  
"
5.0 out of 5 stars,"









  
  
    
  I'm glad that switching android to iOS  first time nice experience with apple iphone 11 🙂🙂🙂

  
"
4.0 out of 5 stars,"









  
  
    
  I got Made in India product on amazon diwali sale.Very happy with this product.

  
"
5.0 out of 5 stars,"









  
  
    
  Must buy

  
"
5.0 out of 5 stars,"









  
  
    
  Iphone 11.... ❤️ what else you want... Go for it superb Phone... no issues all fine... working GOOD

  
"
5.0 out of 5 stars,"









  
  
    
  Working well. Battery life is good

  
"
5.0 out of 5 stars,"









  
  
    
  Camera quality is awesome. For battery life apps are managed by operating system. Security of iPhone is the best. Overall enjoying iPhone11 features.

  
"
5.0 out of 5 stars,"









  
  
    
  Best budget iPhone which is latest and greatest of any other smart phone out there in the world till dateExcluding the display it’s no less than a PRO

  
"
1.0 out of 5 stars,"









  
  
    
  There is a grey spot in the back camera.

  
"
4.0 out of 5 stars,"









  
  
    
  Phone is very goodBut charger is not working. Vendor deliver faulty charger

  
"
5.0 out of 5 stars,"









  
  
    
  Nice product but battery charging speed slow

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent phone!!

  
"
5.0 out of 5 stars,"









  
  
    
  This is literally the best phone for the buck. If u aren’t a professional photographer, there’s no need to go the telephoto lens on the Pro.

  
"
5.0 out of 5 stars,"









  
  
    
  A little surprise for my wife.  The device's build quality is amazing. The detail given in to every tiny little thing should be noted.

  
"
5.0 out of 5 stars,"









  
  
    
  Osm mobile,Very useful if u use macbook, smart connectivity with macbook.I also call in my MacBook.Good camara qualitySound quality also very good

  
"
5.0 out of 5 stars,"









  
  
    
  I bought it 1st time iOS but now i am am very happy my experience is tooo good ..thank you Amazon delivered on time 👍

  
"
4.0 out of 5 stars,"









  
  
    
  Display poor as they use lcd panel

  
"
5.0 out of 5 stars,"









  
  
    
  After using 4 monthsof iPhone 11 ,Camera quality is perfect battery life is ok , overall features are quite satisfactory..

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone. Camera is absolutely outstanding. Loved it

  
"
5.0 out of 5 stars,"









  
  
    
  Battery is excellent1000% value for moneyCamera is a beast. You will get natural photo’s.High speed performance.Go for it.

  
"
5.0 out of 5 stars,"









  
  
    
  All good as already uaing XR there is jot much difference in both. Just same as well price differenece from amazon and market is different.

  
"
5.0 out of 5 stars,"









  
  
    
  One of the best phone from Apple

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone..light green color is super cool

  
"
5.0 out of 5 stars,"









  
  
    
  Thank you Amazon.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone guys!!Everything about the phone is superb...especially the camera❤

  
"
5.0 out of 5 stars,"









  
  
    
  This is a perfect phone and thanks amazon for delivery

  
"
5.0 out of 5 stars,"









  
  
    
  Awsome value for money verry useful

  
"
3.0 out of 5 stars,"









  
  
    
  I thoughy battery life will be better but disappointed.Camera quality  is good, worth itFace recognition  is excellent

  
"
5.0 out of 5 stars,"









  
  
    
  100% genuine product received in very very good condition and the device is working absolutely fine .

  
"
4.0 out of 5 stars,"









  
  
    
  Cost is high I think I phone 12 should be of 18 thousand then I will give u 5 star

  
"
5.0 out of 5 stars,"









  
  
    
  Phone was excellent  ,screen quality wow,but i want invoice  on emails plz send me

  
"
5.0 out of 5 stars,"









  
  
    
  Nice ... Value for money products...thanks amazone

  
"
5.0 out of 5 stars,"









  
  
    
  Great phone with price that will burn your pocket. Still if you want to get into apple ecosystem then this is the cheapest option, certainly not the best one

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Good pricePowerful processorGreat camera systemDay-long battery lifeGorgeous color options

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing experience with A13 Bionic chip in starting I little bit worry about online purchase but amazon never disappointed me

  
"
5.0 out of 5 stars,"









  
  
    
  Bettery life is fine would have been made more better. And Camera quality is outstanding specially i like night mode feature.

  
"
5.0 out of 5 stars,"









  
  
    
  It’s been only one day since I ordered this lovely phone. Already in love with it. If update full review after month.

  
"
5.0 out of 5 stars,"









  
  
    
  Awsome phone ,must buy .Loving itGot it for 64k in orime day saleMust buy without hesitation.❤️

  
"
5.0 out of 5 stars,"









  
  
    
  Another mind boggling product from Apple, got it after a long waiting period.

  
"
1.0 out of 5 stars,"









  
  
    
  Phone is getting hanged very often.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent mobile.. Worth every penny.. Go for it if you love the camera..

  
"
5.0 out of 5 stars,"









  
  
    
  No need to write review for apple product

  
"
5.0 out of 5 stars,"









  
  
    
  Superb Camera And Processer

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  After 2months and 5 days my phone starts problem like turning on and off automatically and my speaker is dead near charging point

  
"
5.0 out of 5 stars,"









  
  
    
  Bought it from amazon on this festival sale for around 50k, really happy and looking forward to use my first apple device!!

  
"
5.0 out of 5 stars,"









  
  
    
  Worth the price for all the premium features offered

  
"
5.0 out of 5 stars,"









  
  
    
  Gifted the phone to my husband. He says the battery life, camera and everything about the phone.

  
"
5.0 out of 5 stars,"









  
  
    
  Good purchase with reasonable price

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone. This has been one of the best buys ever. Maybe on the higher side but delivers the quality is should for the price point.

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life is good. Camera quality excellent  Specially night mode is awesome. And face recognition is also good

  
"
5.0 out of 5 stars,"









  
  
    
  Best in all

  
"
5.0 out of 5 stars,"









  
  
    
  Look is goodOsm product

  
"
4.0 out of 5 stars,"









  
  
    
  Superb

  
"
4.0 out of 5 stars,"









  
  
    
  The phone is amazing. I am an Apple lover so I love everything about Apple but the face recognition feature is a bit disappointing.

  
"
5.0 out of 5 stars,"









  
  
    
  Best camera in market....iPhone 11 and 12 have almost identical camera setup with same sensors other than telephoto lens!!

  
"
5.0 out of 5 stars,"









  
  
    
  I have recently switched from android to IOs. I can say it's worth every penny I bought..

  
"
5.0 out of 5 stars,"









  
  
    
  The best phone your getting for everypenny spent.

  
"
1.0 out of 5 stars,"









  
  
    
  Got a defective product. There is no physical damage but the voice calls are not at all clear on this phone.

  
"
1.0 out of 5 stars,"









  
  
    
  Getting heated up even not in use. While using becomes very hot can’t even hold.

  
"
5.0 out of 5 stars,"









  
  
    
  It is an amazing phone and the look is totally worth it!! ❤️ I had amazon prime so the product was delivered the next day.

  
"
5.0 out of 5 stars,"









  
  
    
  Just love it

  
"
5.0 out of 5 stars,"









  
  
    
  Super excited 👌💚💚💚💚💚

  
"
5.0 out of 5 stars,"









  
  
    
  Great Battery life, Best camera quality, display is also good, and it's iphone.👌

  
"
5.0 out of 5 stars,"









  
  
    
  iPhone 11 purple. In every way- Simply Awesome

  
"
